policy,threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved,overlap_with_current_decisions
decomp_plus_profit_support_0.10,0.029675801359672106,2020,0.7918463347706781,3754575.9161862214,1858.7009486070403,0.0806930693069307,0.990983927871423
decomp_plus_profit_support_0.10,0.03,2020,0.7918463347706781,3754575.9161862214,1858.7009486070403,0.0806930693069307,0.990983927871423
blend_decomp_direct_hgb_0.3,-0.010000000000000009,2117,0.8298706389651117,3754019.0605329126,1773.2730564633503,0.08833254605573926,0.960015680125441
decomp_plus_profit_support_0.08,0.008436339478676497,2112,0.8279106232849863,3753981.913044284,1777.4535573126345,0.08712121212121213,0.9619756958055664
blend_decomp_direct_hgb_0.3,0.018996887091860808,1915,0.7506860054880439,3753304.4433558853,1959.9501009691307,0.07258485639686683,0.960015680125441
blend_decomp_direct_hgb_0.8,-0.010000000000000009,2141,0.8392787142297138,3752775.001011091,1752.8141060304022,0.0910789350770668,0.9451195609564876
direct_margin_ridge,-0.02500000000000001,2060,0.8075264602116817,3752107.3118109154,1821.4113164130656,0.08640776699029126,0.9384555076440612
blend_decomp_direct_hgb_0.8,0.018996887091860808,1968,0.7714621716973736,3752084.1708400976,1906.5468347764725,0.07672764227642276,0.9541356330850647
blend_decomp_direct_hgb_0.1,0.015,1940,0.7604860838886711,3751494.969845213,1933.760293734646,0.07422680412371134,0.9705997647981184
decomp_plus_profit_support_0.04,0.01999999999999999,1979,0.7757742061936496,3751388.572043524,1895.5980657117352,0.07781707933299646,0.9858878871030968
decomposed_margin,0.0011379084642246886,2041,0.800078400627205,3750287.1419343655,1837.47532676843,0.082312591866732,0.9898079184633477
decomp_plus_profit_support_0.08,0.04000000000000001,1913,0.7499019992159938,3749648.664460729,1960.08816751737,0.07161526398327235,0.960015680125441
blend_decomp_direct_hgb_0.9,0.01999999999999999,1961,0.7687181497451979,3749613.1239475952,1912.0923630533377,0.0764915859255482,0.9482555860446884
blend_decomp_direct_hgb_0.2,-0.0050000000000000044,2095,0.8212465699725597,3749571.3951135036,1789.7715489801926,0.0863961813842482,0.968639749117993
decomposed_margin,0.0,2048,0.8028224225793806,3749337.6652199132,1830.7312818456608,0.08251953125,0.9870638965111721
direct_margin_ridge,-0.010000000000000009,1936,0.7589180713445708,3749251.5686951512,1936.5968846565863,0.0759297520661157,0.9282634261074089
blend_decomp_direct_hgb_0.8,-0.015,2172,0.8514308114464916,3749123.2286734506,1726.1156669767267,0.0925414364640884,0.9353194825558604
