name,threshold,npv,approved_labeled,default_rate_approved,auroc,log_loss,brier,mean_pd,approved_total,headline_enpv,val_approval_rate,test_approval_rate
rev_0.20_rar_-0.35,0.0037560573536414036,2607607.9788136743,2075,0.13686746987951806,0.7284171243486833,0.44401661277128734,0.13950336129711827,0.2020856019632924,8343,14925856.508565541,0.6279795054577857,0.626516955880685
rev_0.30_rar_0.05,-0.013470161128651861,2607598.6455310984,2076,0.13680154142581888,0.7364629394920903,0.44394824977414704,0.13945398911941229,0.21687978170399644,8305,14784314.931598999,0.6257518378257964,0.6233412725416808
rar_alpha_-0.15,0.00024297376156456283,2607519.854818769,2083,0.13826212193951032,0.7377862272919307,0.4384424050667669,0.13752007212313236,0.2047203084558065,8268,14775199.03611368,0.6230786366674093,0.6205058409889985
rev_0.00_rar_-0.15,0.00024297376156456283,2607519.854818769,2083,0.13826212193951032,0.7377862272919307,0.4384424050667669,0.13752007212313236,0.2047203084558065,8268,14775199.03611368,0.6230786366674093,0.6205058409889985
score_alpha_0.50,-0.0006473490306712238,2607484.6183012514,1970,0.1304568527918782,0.7416194902126463,0.45695140890644564,0.14464768891011712,0.2354224320450649,7854,14410948.951410191,0.5943417242147472,0.5881819212884201
rev_0.25_rar_-0.30,0.001294680486672047,2607261.7850797186,2074,0.1369334619093539,0.7298075388442944,0.443577973415123,0.1393119383685778,0.20430964557442877,8352,14939471.794264281,0.6286478057473824,0.6271974594533288
rev_-0.15_rar_0.40,0.0101325397302657,2607148.003635058,1927,0.12973533990659056,0.7280199971834953,0.4593213541700322,0.14465509653937728,0.22862354140617044,7793,14681066.88465605,0.5869904210291824,0.5850062379494159
rev_0.25_rar_-0.35,0.0036387334108114386,2606879.9356265664,2070,0.13768115942028986,0.7266624419095902,0.44521840683379715,0.13988231650449834,0.20319814741805775,8357,14963168.729314948,0.6275339719313878,0.6283316320744017
rev_0.30_rar_0.40,-0.02436963939113479,2606639.0951389717,2070,0.13816425120772946,0.7322212833873163,0.4606208294096107,0.14560237392850525,0.23273298979063842,8237,14731142.546250664,0.6221875696146135,0.6174435749121017
rev_0.25_rar_0.15,-0.02993564788338426,2606415.504823147,2126,0.1415804327375353,0.7369295404403134,0.44537416013377734,0.14000065228888775,0.22005882623488734,8433,14642844.124761216,0.6364446424593451,0.6324146535102643
rev_-0.05_rar_-0.10,0.02043042688652582,2606311.66829224,1949,0.13083632632119035,0.7378064122424072,0.4388331772072955,0.13759637351763887,0.20614103425128452,7890,14640720.13552393,0.5925595901091557,0.5931722808211409
rev_alpha_-0.20,0.012354435818853957,2606279.204042748,2003,0.13379930104842735,0.7310007980096701,0.44327904097227316,0.13892074589345413,0.209927227994336,8015,14695783.885292703,0.6048117620850969,0.6011114891686514
rev_-0.20_rar_0.00,0.012354435818853957,2606279.204042748,2003,0.13379930104842735,0.7310007980096701,0.44327904097227316,0.13892074589345413,0.209927227994336,8015,14695783.885292703,0.6048117620850969,0.6011114891686514
rev_0.10_rar_-0.20,-0.00973857997106935,2606210.671964209,2126,0.14016933207902163,0.7375735811857485,0.4388762669516399,0.13770545375861515,0.20421395994445068,8436,14818803.237518588,0.6362218756961462,0.6328683225586934
rev_0.05_rar_-0.10,0.021704251917334296,2606173.276547109,1938,0.12951496388028896,0.7395376238088532,0.43803446122536344,0.13734946288606703,0.20690529384580042,7867,14657618.673139598,0.5914457562931611,0.5911307701032097
rev_alpha_0.25,-0.026122560418568443,2605965.6211652523,2138,0.14172123479887747,0.737561376331972,0.4414543947022134,0.13855294373559338,0.21382015543617516,8474,14684734.21193072,0.6380040098017375,0.6362708404219122
rev_0.25_rar_0.00,-0.026122560418568443,2605965.6211652523,2138,0.14172123479887747,0.737561376331972,0.4414543947022134,0.13855294373559338,0.21382015543617516,8474,14684734.21193072,0.6380040098017375,0.6362708404219122
rev_0.40_rar_-0.40,0.03733815015616736,2605933.2940451317,1829,0.11973756150902132,0.7158282870957142,0.45310044696962337,0.1425030355715353,0.20649560453409666,7675,14601169.118279343,0.575629316106037,0.5774072813882273
rev_0.30_rar_-0.05,-0.021923344391804815,2605665.178700867,2121,0.13955681282413956,0.7353476036239028,0.44245089011860805,0.13889707391382722,0.21305934574340646,8450,14753006.310420852,0.6353308086433505,0.6349098332766248
rev_-0.20_rar_-0.10,0.01550002091628127,2605528.320274064,1992,0.13403614457831325,0.7301727456226823,0.4425892594560923,0.13876946845244859,0.2061230837115319,8019,14700888.853334453,0.6036979282691023,0.6021322445276172
rev_0.25_rar_-0.40,0.0085635586324627,2605273.8662042962,2054,0.1368062317429406,0.7229352673332394,0.4472218933919434,0.14056829745248553,0.20223913188189954,8303,14972026.784753948,0.623969703720205,0.6240217761143246
rev_0.30_rar_-0.30,0.00013452603521369605,2605234.9463018747,2075,0.1383132530120482,0.7276144205041544,0.4451556864735277,0.13983235359919216,0.20555146628146398,8359,14950875.911171954,0.6284250389841836,0.6281047975501871
rev_-0.20_rar_0.40,0.018115448405313803,2605206.6877018027,1877,0.1267980820458178,0.7260230953386847,0.4608096899086606,0.14506679174891793,0.2287040286979031,7660,14635627.215271508,0.5760748496324348,0.5754791879324033
rev_-0.10_rar_-0.10,0.02412477314608375,2605204.9735882245,1923,0.12844513780551223,0.735647091958879,0.43974864678391345,0.13788429260970453,0.20598306926804263,7819,14582164.363440935,0.5872131877923814,0.5878416695020983
rev_0.25_rar_0.25,-0.014786108950153863,2605111.800872853,2051,0.13505607020965382,0.7355419424494203,0.4498110124097586,0.14164490533698024,0.2246141092727069,8204,14773901.261455288,0.6186233014034306,0.6155154814562777
amount_alpha_0.60,-0.012519376581596861,2604988.115803046,2022,0.13353115727002968,0.7426676993850632,0.45406496879161373,0.14374991608453652,0.23224178294369685,8009,13800616.451097183,0.6001336600579193,0.6028127481002609
rev_0.35_rar_-0.40,0.02238452844218275,2604822.4754054477,1966,0.12919633774160733,0.718403511242548,0.4507571024819367,0.1417167318322053,0.20493591919420454,8066,14924451.551673025,0.6052572956114948,0.6066689350119088
